"","resp.id","rating","price","color","zipper","finish"
"216",15,10,15,"gray","silver","patent"
"217",15,10,15,"black","silver","matte"
"218",15,5,17,"navy","silver","patent"
"219",15,2,19,"navy","silver","patent"
"220",15,5,17,"navy","gold","patent"
"221",15,6,20,"gray","silver","matte"
"222",15,8,17,"gray","silver","patent"
"223",15,10,20,"gray","silver","matte"
"224",15,10,20,"black","silver","patent"
"225",15,4,20,"navy","gold","matte"
"226",16,7,17,"gray","silver","patent"
"227",16,8,15,"navy","silver","matte"
"228",16,10,15,"black","gold","patent"
"229",16,7,19,"navy","gold","matte"
"230",16,2,19,"navy","silver","patent"
"231",16,9,15,"gray","silver","patent"
"232",16,10,15,"black","silver","matte"
"233",16,8,17,"navy","silver","patent"
"234",16,4,19,"navy","silver","patent"
"235",16,6,17,"navy","gold","patent"
"236",16,10,20,"gray","silver","matte"
"237",16,8,17,"gray","silver","patent"
"238",16,10,20,"gray","silver","matte"
"239",16,8,20,"black","silver","patent"
"240",16,10,20,"navy","gold","matte"
"241",17,2,17,"gray","silver","patent"
"242",17,5,15,"navy","silver","matte"
"243",17,9,15,"black","gold","patent"
"244",17,4,19,"navy","gold","matte"
"245",17,3,19,"navy","silver","patent"
"246",17,10,15,"gray","silver","patent"
"247",17,10,15,"black","silver","matte"
"248",17,4,17,"navy","silver","patent"
"249",17,2,19,"navy","silver","patent"
"250",17,5,17,"navy","gold","patent"
"251",17,2,20,"gray","silver","matte"
"252",17,2,17,"gray","silver","patent"
"253",17,6,20,"gray","silver","matte"
"254",17,10,20,"black","silver","patent"
"255",17,10,20,"navy","gold","matte"
"256",18,6,17,"gray","silver","patent"
"257",18,7,15,"navy","silver","matte"
"258",18,7,15,"black","gold","patent"
"259",18,5,19,"navy","gold","matte"
"260",18,3,19,"navy","silver","patent"
"261",18,5,15,"gray","silver","patent"
"262",18,10,15,"black","silver","matte"
"263",18,2,17,"navy","silver","patent"
"264",18,2,19,"navy","silver","patent"
"265",18,2,17,"navy","gold","patent"
"266",18,10,20,"gray","silver","matte"
"267",18,7,17,"gray","silver","patent"
"268",18,10,20,"gray","silver","matte"
"269",18,10,20,"black","silver","patent"
"270",18,9,20,"navy","gold","matte"
"271",19,5,17,"gray","silver","patent"
"272",19,5,15,"navy","silver","matte"
"273",19,10,15,"black","gold","patent"
"274",19,6,19,"navy","gold","matte"
"275",19,4,19,"navy","silver","patent"
"276",19,8,15,"gray","silver","patent"
"277",19,6,15,"black","silver","matte"
"278",19,6,17,"navy","silver","patent"
"279",19,5,19,"navy","silver","patent"
"280",19,8,17,"navy","gold","patent"
"281",19,2,20,"gray","silver","matte"
"282",19,3,17,"gray","silver","patent"
"283",19,4,20,"gray","silver","matte"
"284",19,10,20,"black","silver","patent"
"285",19,6,20,"navy","gold","matte"
"286",20,4,17,"gray","silver","patent"
"287",20,9,15,"navy","silver","matte"
"288",20,7,15,"black","gold","patent"
"289",20,8,19,"navy","gold","matte"
"290",20,2,19,"navy","silver","patent"
"291",20,9,15,"gray","silver","patent"
"292",20,10,15,"black","silver","matte"
"293",20,5,17,"navy","silver","patent"
"294",20,2,19,"navy","silver","patent"
"295",20,8,17,"navy","gold","patent"
"296",20,10,20,"gray","silver","matte"
"297",20,4,17,"gray","silver","patent"
"298",20,9,20,"gray","silver","matte"
"299",20,9,20,"black","silver","patent"
"300",20,10,20,"navy","gold","matte"
"301",21,6,17,"gray","silver","patent"
"302",21,7,15,"navy","silver","matte"
"303",21,10,15,"black","gold","patent"
"304",21,6,19,"navy","gold","matte"
"305",21,2,19,"navy","silver","patent"
"306",21,9,15,"gray","silver","patent"
"307",21,10,15,"black","silver","matte"
"308",21,3,17,"navy","silver","patent"
"309",21,3,19,"navy","silver","patent"
"310",21,6,17,"navy","gold","patent"
"311",21,10,20,"gray","silver","matte"
"312",21,5,17,"gray","silver","patent"
"313",21,10,20,"gray","silver","matte"
"314",21,10,20,"black","silver","patent"
"315",21,9,20,"navy","gold","matte"
"316",22,7,17,"gray","silver","patent"
"317",22,8,15,"navy","silver","matte"
"318",22,7,15,"black","gold","patent"
"319",22,8,19,"navy","gold","matte"
"320",22,2,19,"navy","silver","patent"
"321",22,3,15,"gray","silver","patent"
"322",22,10,15,"black","silver","matte"
"323",22,5,17,"navy","silver","patent"
"324",22,2,19,"navy","silver","patent"
"325",22,5,17,"navy","gold","patent"
"326",22,9,20,"gray","silver","matte"
"327",22,4,17,"gray","silver","patent"
"328",22,10,20,"gray","silver","matte"
"329",22,10,20,"black","silver","patent"
"330",22,10,20,"navy","gold","matte"
"331",23,4,17,"gray","silver","patent"
"332",23,7,15,"navy","silver","matte"
"333",23,7,15,"black","gold","patent"
"334",23,8,19,"navy","gold","matte"
"335",23,4,19,"navy","silver","patent"
"336",23,6,15,"gray","silver","patent"
"337",23,9,15,"black","silver","matte"
"338",23,6,17,"navy","silver","patent"
"339",23,2,19,"navy","silver","patent"
"340",23,3,17,"navy","gold","patent"
"341",23,9,20,"gray","silver","matte"
"342",23,7,17,"gray","silver","patent"
"343",23,10,20,"gray","silver","matte"
"344",23,10,20,"black","silver","patent"
"345",23,10,20,"navy","gold","matte"
"346",24,2,17,"gray","silver","patent"
"347",24,4,15,"navy","silver","matte"
"348",24,10,15,"black","gold","patent"
"349",24,8,19,"navy","gold","matte"
"350",24,2,19,"navy","silver","patent"
"351",24,7,15,"gray","silver","patent"
"352",24,8,15,"black","silver","matte"
"353",24,2,17,"navy","silver","patent"
"354",24,3,19,"navy","silver","patent"
"355",24,9,17,"navy","gold","patent"
"356",24,9,20,"gray","silver","matte"
"357",24,6,17,"gray","silver","patent"
"358",24,4,20,"gray","silver","matte"
"359",24,10,20,"black","silver","patent"
"360",24,7,20,"navy","gold","matte"
"361",25,4,17,"gray","silver","patent"
"362",25,8,15,"navy","silver","matte"
"363",25,10,15,"black","gold","patent"
"364",25,4,19,"navy","gold","matte"
"365",25,2,19,"navy","silver","patent"
"366",25,6,15,"gray","silver","patent"
"367",25,10,15,"black","silver","matte"
"368",25,7,17,"navy","silver","patent"
"369",25,3,19,"navy","silver","patent"
"370",25,5,17,"navy","gold","patent"
"371",25,8,20,"gray","silver","matte"
"372",25,5,17,"gray","silver","patent"
"373",25,7,20,"gray","silver","matte"
"374",25,8,20,"black","silver","patent"
"375",25,9,20,"navy","gold","matte"
"376",26,8,17,"gray","silver","patent"
"377",26,9,15,"navy","silver","matte"
"378",26,8,15,"black","gold","patent"
"379",26,5,19,"navy","gold","matte"
"380",26,3,19,"navy","silver","patent"
"381",26,8,15,"gray","silver","patent"
"382",26,10,15,"black","silver","matte"
"383",26,2,17,"navy","silver","patent"
"384",26,2,19,"navy","silver","patent"
"385",26,2,17,"navy","gold","patent"
"386",26,10,20,"gray","silver","matte"
"387",26,6,17,"gray","silver","patent"
"388",26,10,20,"gray","silver","matte"
"389",26,10,20,"black","silver","patent"
"390",26,9,20,"navy","gold","matte"
"391",27,8,17,"gray","silver","patent"
"392",27,8,15,"navy","silver","matte"
"393",27,9,15,"black","gold","patent"
"394",27,5,19,"navy","gold","matte"
"395",27,4,19,"navy","silver","patent"
"396",27,6,15,"gray","silver","patent"
"397",27,10,15,"black","silver","matte"
"398",27,4,17,"navy","silver","patent"
"399",27,2,19,"navy","silver","patent"
"400",27,3,17,"navy","gold","patent"
"401",27,10,20,"gray","silver","matte"
"402",27,8,17,"gray","silver","patent"
"403",27,7,20,"gray","silver","matte"
"404",27,7,20,"black","silver","patent"
"405",27,6,20,"navy","gold","matte"
"406",28,6,17,"gray","silver","patent"
"407",28,7,15,"navy","silver","matte"
"408",28,8,15,"black","gold","patent"
"409",28,2,19,"navy","gold","matte"
"410",28,5,19,"navy","silver","patent"
"411",28,6,15,"gray","silver","patent"
"412",28,10,15,"black","silver","matte"
"413",28,5,17,"navy","silver","patent"
"414",28,2,19,"navy","silver","patent"
"415",28,4,17,"navy","gold","patent"
"416",28,8,20,"gray","silver","matte"
"417",28,7,17,"gray","silver","patent"
"418",28,8,20,"gray","silver","matte"
"419",28,10,20,"black","silver","patent"
"420",28,5,20,"navy","gold","matte"
"421",29,5,17,"gray","silver","patent"
"422",29,8,15,"navy","silver","matte"
"423",29,8,15,"black","gold","patent"
"424",29,2,19,"navy","gold","matte"
"425",29,2,19,"navy","silver","patent"
"426",29,7,15,"gray","silver","patent"
"427",29,9,15,"black","silver","matte"
"428",29,7,17,"navy","silver","patent"
"429",29,2,19,"navy","silver","patent"
"430",29,8,17,"navy","gold","patent"
"431",29,9,20,"gray","silver","matte"
"432",29,5,17,"gray","silver","patent"
"433",29,9,20,"gray","silver","matte"
"434",29,10,20,"black","silver","patent"
"435",29,10,20,"navy","gold","matte"
"436",30,3,17,"gray","silver","patent"
"437",30,6,15,"navy","silver","matte"
"438",30,10,15,"black","gold","patent"
"439",30,6,19,"navy","gold","matte"
"440",30,2,19,"navy","silver","patent"
"441",30,5,15,"gray","silver","patent"
"442",30,8,15,"black","silver","matte"
"443",30,3,17,"navy","silver","patent"
"444",30,2,19,"navy","silver","patent"
"445",30,6,17,"navy","gold","patent"
"446",30,8,20,"gray","silver","matte"
"447",30,2,17,"gray","silver","patent"
"448",30,9,20,"gray","silver","matte"
"449",30,8,20,"black","silver","patent"
"450",30,10,20,"navy","gold","matte"
"451",31,4,17,"gray","silver","patent"
"452",31,7,15,"navy","silver","matte"
"453",31,8,15,"black","gold","patent"
"454",31,2,19,"navy","gold","matte"
"455",31,3,19,"navy","silver","patent"
"456",31,5,15,"gray","silver","patent"
"457",31,9,15,"black","silver","matte"
"458",31,7,17,"navy","silver","patent"
"459",31,4,19,"navy","silver","patent"
"460",31,9,17,"navy","gold","patent"
"461",31,5,20,"gray","silver","matte"
"462",31,4,17,"gray","silver","patent"
"463",31,6,20,"gray","silver","matte"
"464",31,10,20,"black","silver","patent"
"465",31,6,20,"navy","gold","matte"
"466",32,6,17,"gray","silver","patent"
"467",32,7,15,"navy","silver","matte"
"468",32,10,15,"black","gold","patent"
"469",32,6,19,"navy","gold","matte"
"470",32,2,19,"navy","silver","patent"
"471",32,4,15,"gray","silver","patent"
"472",32,8,15,"black","silver","matte"
"473",32,5,17,"navy","silver","patent"
"474",32,3,19,"navy","silver","patent"
"475",32,6,17,"navy","gold","patent"
"476",32,5,20,"gray","silver","matte"
"477",32,5,17,"gray","silver","patent"
"478",32,8,20,"gray","silver","matte"
"479",32,5,20,"black","silver","patent"
"480",32,9,20,"navy","gold","matte"
"481",33,6,17,"gray","silver","patent"
"482",33,7,15,"navy","silver","matte"
"483",33,6,15,"black","gold","patent"
"484",33,3,19,"navy","gold","matte"
"485",33,3,19,"navy","silver","patent"
"486",33,8,15,"gray","silver","patent"
"487",33,10,15,"black","silver","matte"
"488",33,3,17,"navy","silver","patent"
"489",33,2,19,"navy","silver","patent"
"490",33,4,17,"navy","gold","patent"
"491",33,9,20,"gray","silver","matte"
"492",33,6,17,"gray","silver","patent"
"493",33,10,20,"gray","silver","matte"
"494",33,8,20,"black","silver","patent"
"495",33,7,20,"navy","gold","matte"
"496",34,7,17,"gray","silver","patent"
"497",34,5,15,"navy","silver","matte"
"498",34,10,15,"black","gold","patent"
"499",34,4,19,"navy","gold","matte"
"500",34,2,19,"navy","silver","patent"
"501",34,10,15,"gray","silver","patent"
"502",34,8,15,"black","silver","matte"
"503",34,2,17,"navy","silver","patent"
"504",34,2,19,"navy","silver","patent"
"505",34,7,17,"navy","gold","patent"
"506",34,3,20,"gray","silver","matte"
"507",34,7,17,"gray","silver","patent"
"508",34,6,20,"gray","silver","matte"
"509",34,9,20,"black","silver","patent"
"510",34,2,20,"navy","gold","matte"
"511",35,4,17,"gray","silver","patent"
"512",35,4,15,"navy","silver","matte"
"513",35,10,15,"black","gold","patent"
"514",35,6,19,"navy","gold","matte"
"515",35,3,19,"navy","silver","patent"
"516",35,7,15,"gray","silver","patent"
"517",35,7,15,"black","silver","matte"
"518",35,4,17,"navy","silver","patent"
"519",35,2,19,"navy","silver","patent"
"520",35,7,17,"navy","gold","patent"
"521",35,9,20,"gray","silver","matte"
"522",35,6,17,"gray","silver","patent"
"523",35,8,20,"gray","silver","matte"
"524",35,9,20,"black","silver","patent"
"525",35,10,20,"navy","gold","matte"
"526",36,7,17,"gray","silver","patent"
"527",36,4,15,"navy","silver","matte"
"528",36,9,15,"black","gold","patent"
"529",36,4,19,"navy","gold","matte"
"530",36,2,19,"navy","silver","patent"
"531",36,10,15,"gray","silver","patent"
"532",36,10,15,"black","silver","matte"
"533",36,4,17,"navy","silver","patent"
"534",36,3,19,"navy","silver","patent"
"535",36,3,17,"navy","gold","patent"
"536",36,4,20,"gray","silver","matte"
"537",36,4,17,"gray","silver","patent"
"538",36,7,20,"gray","silver","matte"
"539",36,7,20,"black","silver","patent"
"540",36,3,20,"navy","gold","matte"
"541",37,8,17,"gray","silver","patent"
"542",37,10,15,"navy","silver","matte"
"543",37,10,15,"black","gold","patent"
"544",37,7,19,"navy","gold","matte"
"545",37,5,19,"navy","silver","patent"
"546",37,7,15,"gray","silver","patent"
"547",37,10,15,"black","silver","matte"
"548",37,7,17,"navy","silver","patent"
"549",37,2,19,"navy","silver","patent"
"550",37,8,17,"navy","gold","patent"
"551",37,9,20,"gray","silver","matte"
"552",37,6,17,"gray","silver","patent"
"553",37,10,20,"gray","silver","matte"
"554",37,8,20,"black","silver","patent"
"555",37,10,20,"navy","gold","matte"
"556",38,7,17,"gray","silver","patent"
"557",38,8,15,"navy","silver","matte"
"558",38,10,15,"black","gold","patent"
"559",38,8,19,"navy","gold","matte"
"560",38,2,19,"navy","silver","patent"
"561",38,9,15,"gray","silver","patent"
"562",38,9,15,"black","silver","matte"
"563",38,4,17,"navy","silver","patent"
"564",38,2,19,"navy","silver","patent"
"565",38,6,17,"navy","gold","patent"
"566",38,8,20,"gray","silver","matte"
"567",38,8,17,"gray","silver","patent"
"568",38,10,20,"gray","silver","matte"
"569",38,10,20,"black","silver","patent"
"570",38,10,20,"navy","gold","matte"
"571",39,5,17,"gray","silver","patent"
"572",39,2,15,"navy","silver","matte"
"573",39,10,15,"black","gold","patent"
"574",39,2,19,"navy","gold","matte"
"575",39,7,19,"navy","silver","patent"
"576",39,8,15,"gray","silver","patent"
"577",39,5,15,"black","silver","matte"
"578",39,4,17,"navy","silver","patent"
"579",39,2,19,"navy","silver","patent"
"580",39,6,17,"navy","gold","patent"
"581",39,3,20,"gray","silver","matte"
"582",39,7,17,"gray","silver","patent"
"583",39,4,20,"gray","silver","matte"
"584",39,5,20,"black","silver","patent"
"585",39,5,20,"navy","gold","matte"
"586",40,6,17,"gray","silver","patent"
"587",40,8,15,"navy","silver","matte"
"588",40,10,15,"black","gold","patent"
"589",40,2,19,"navy","gold","matte"
"590",40,7,19,"navy","silver","patent"
"591",40,5,15,"gray","silver","patent"
"592",40,10,15,"black","silver","matte"
"593",40,4,17,"navy","silver","patent"
"594",40,2,19,"navy","silver","patent"
"595",40,7,17,"navy","gold","patent"
"596",40,6,20,"gray","silver","matte"
"597",40,4,17,"gray","silver","patent"
"598",40,7,20,"gray","silver","matte"
"599",40,10,20,"black","silver","patent"
"600",40,6,20,"navy","gold","matte"
"601",41,9,17,"gray","silver","patent"
"602",41,7,15,"navy","silver","matte"
"603",41,10,15,"black","gold","patent"
"604",41,2,19,"navy","gold","matte"
"605",41,4,19,"navy","silver","patent"
"606",41,6,15,"gray","silver","patent"
"607",41,6,15,"black","silver","matte"
"608",41,8,17,"navy","silver","patent"
"609",41,3,19,"navy","silver","patent"
"610",41,5,17,"navy","gold","patent"
"611",41,6,20,"gray","silver","matte"
"612",41,2,17,"gray","silver","patent"
"613",41,6,20,"gray","silver","matte"
"614",41,10,20,"black","silver","patent"
"615",41,4,20,"navy","gold","matte"
"616",42,5,17,"gray","silver","patent"
"617",42,7,15,"navy","silver","matte"
"618",42,10,15,"black","gold","patent"
"619",42,7,19,"navy","gold","matte"
"620",42,2,19,"navy","silver","patent"
"621",42,10,15,"gray","silver","patent"
"622",42,10,15,"black","silver","matte"
"623",42,4,17,"navy","silver","patent"
"624",42,4,19,"navy","silver","patent"
"625",42,7,17,"navy","gold","patent"
"626",42,10,20,"gray","silver","matte"
"627",42,8,17,"gray","silver","patent"
"628",42,9,20,"gray","silver","matte"
"629",42,10,20,"black","silver","patent"
"630",42,10,20,"navy","gold","matte"
"631",43,6,17,"gray","silver","patent"
"632",43,6,15,"navy","silver","matte"
"633",43,8,15,"black","gold","patent"
"634",43,5,19,"navy","gold","matte"
"635",43,2,19,"navy","silver","patent"
"636",43,7,15,"gray","silver","patent"
"637",43,9,15,"black","silver","matte"
"638",43,7,17,"navy","silver","patent"
"639",43,4,19,"navy","silver","patent"
"640",43,4,17,"navy","gold","patent"
"641",43,8,20,"gray","silver","matte"
"642",43,5,17,"gray","silver","patent"
"643",43,9,20,"gray","silver","matte"
"644",43,10,20,"black","silver","patent"
"645",43,5,20,"navy","gold","matte"
"646",44,3,17,"gray","silver","patent"
"647",44,7,15,"navy","silver","matte"
"648",44,10,15,"black","gold","patent"
"649",44,6,19,"navy","gold","matte"
"650",44,2,19,"navy","silver","patent"
"651",44,7,15,"gray","silver","patent"
"652",44,8,15,"black","silver","matte"
"653",44,4,17,"navy","silver","patent"
"654",44,2,19,"navy","silver","patent"
"655",44,8,17,"navy","gold","patent"
"656",44,7,20,"gray","silver","matte"
"657",44,2,17,"gray","silver","patent"
"658",44,10,20,"gray","silver","matte"
"659",44,8,20,"black","silver","patent"
"660",44,10,20,"navy","gold","matte"
"661",45,2,17,"gray","silver","patent"
"662",45,10,15,"navy","silver","matte"
"663",45,9,15,"black","gold","patent"
"664",45,8,19,"navy","gold","matte"
"665",45,2,19,"navy","silver","patent"
"666",45,6,15,"gray","silver","patent"
"667",45,10,15,"black","silver","matte"
"668",45,3,17,"navy","silver","patent"
"669",45,2,19,"navy","silver","patent"
"670",45,5,17,"navy","gold","patent"
"671",45,10,20,"gray","silver","matte"
"672",45,4,17,"gray","silver","patent"
"673",45,10,20,"gray","silver","matte"
"674",45,10,20,"black","silver","patent"
"675",45,10,20,"navy","gold","matte"
"676",46,9,17,"gray","silver","patent"
"677",46,8,15,"navy","silver","matte"
"678",46,10,15,"black","gold","patent"
"679",46,6,19,"navy","gold","matte"
"680",46,2,19,"navy","silver","patent"
"681",46,6,15,"gray","silver","patent"
"682",46,10,15,"black","silver","matte"
"683",46,4,17,"navy","silver","patent"
"684",46,3,19,"navy","silver","patent"
"685",46,6,17,"navy","gold","patent"
"686",46,8,20,"gray","silver","matte"
"687",46,4,17,"gray","silver","patent"
"688",46,7,20,"gray","silver","matte"
"689",46,8,20,"black","silver","patent"
"690",46,10,20,"navy","gold","matte"
"691",47,5,17,"gray","silver","patent"
"692",47,8,15,"navy","silver","matte"
"693",47,10,15,"black","gold","patent"
"694",47,6,19,"navy","gold","matte"
"695",47,2,19,"navy","silver","patent"
"696",47,7,15,"gray","silver","patent"
"697",47,7,15,"black","silver","matte"
"698",47,3,17,"navy","silver","patent"
"699",47,2,19,"navy","silver","patent"
"700",47,7,17,"navy","gold","patent"
"701",47,8,20,"gray","silver","matte"
"702",47,4,17,"gray","silver","patent"
"703",47,7,20,"gray","silver","matte"
"704",47,8,20,"black","silver","patent"
