"";"resp.id";"ques";"alt";"carpool";"seat";"cargo";"eng";"price";"choice"
"52";2;3;1;"no";"7";"3ft";"elec";"30";0
"53";2;3;2;"no";"8";"3ft";"elec";"35";1
"54";2;3;3;"no";"7";"3ft";"gas";"35";0
"55";2;4;1;"no";"8";"3ft";"elec";"30";1
"56";2;4;2;"no";"6";"2ft";"gas";"35";0
"57";2;4;3;"no";"8";"3ft";"elec";"40";0
"58";2;5;1;"no";"7";"2ft";"elec";"40";0
"59";2;5;2;"no";"7";"2ft";"elec";"35";0
"60";2;5;3;"no";"6";"2ft";"hyb";"35";1
"61";2;6;1;"no";"7";"3ft";"elec";"40";0
"62";2;6;2;"no";"8";"2ft";"elec";"30";0
"63";2;6;3;"no";"6";"3ft";"hyb";"30";1
"64";2;7;1;"no";"8";"3ft";"gas";"30";1
"65";2;7;2;"no";"7";"2ft";"hyb";"35";0
"66";2;7;3;"no";"6";"2ft";"hyb";"40";0
"67";2;8;1;"no";"8";"2ft";"gas";"35";0
"68";2;8;2;"no";"7";"2ft";"hyb";"30";0
"69";2;8;3;"no";"8";"3ft";"hyb";"30";1
"70";2;9;1;"no";"8";"3ft";"gas";"35";1
"71";2;9;2;"no";"7";"3ft";"elec";"35";0
"72";2;9;3;"no";"6";"3ft";"elec";"40";0
"73";2;10;1;"no";"7";"3ft";"hyb";"40";0
"74";2;10;2;"no";"6";"3ft";"gas";"35";1
"75";2;10;3;"no";"7";"3ft";"hyb";"35";0
"76";2;11;1;"no";"6";"3ft";"hyb";"35";0
"77";2;11;2;"no";"8";"3ft";"gas";"40";1
"78";2;11;3;"no";"6";"3ft";"gas";"40";0
"79";2;12;1;"no";"8";"2ft";"hyb";"30";1
"80";2;12;2;"no";"6";"2ft";"hyb";"30";0
"81";2;12;3;"no";"8";"2ft";"hyb";"35";0
"82";2;13;1;"no";"8";"2ft";"hyb";"40";0
"83";2;13;2;"no";"6";"3ft";"elec";"30";0
"84";2;13;3;"no";"8";"2ft";"gas";"30";1
"85";2;14;1;"no";"6";"2ft";"elec";"35";0
"86";2;14;2;"no";"6";"3ft";"gas";"30";1
"87";2;14;3;"no";"7";"3ft";"hyb";"30";0
"88";2;15;1;"no";"6";"3ft";"elec";"35";1
"89";2;15;2;"no";"8";"2ft";"elec";"40";0
"90";2;15;3;"no";"7";"2ft";"hyb";"40";0
"91";3;1;1;"no";"8";"3ft";"hyb";"30";0
"92";3;1;2;"no";"6";"2ft";"elec";"35";1
"93";3;1;3;"no";"7";"3ft";"elec";"40";0
"94";3;2;1;"no";"8";"3ft";"gas";"40";1
"95";3;2;2;"no";"7";"3ft";"gas";"35";0
"96";3;2;3;"no";"8";"2ft";"hyb";"30";0
"97";3;3;1;"no";"8";"3ft";"hyb";"35";0
"98";3;3;2;"no";"6";"3ft";"hyb";"30";1
"99";3;3;3;"no";"6";"3ft";"elec";"30";0
"100";3;4;1;"no";"7";"2ft";"elec";"35";1
"101";3;4;2;"no";"7";"2ft";"hyb";"40";0
"102";3;4;3;"no";"8";"2ft";"hyb";"40";0
"103";3;5;1;"no";"8";"2ft";"gas";"35";0
"104";3;5;2;"no";"6";"3ft";"gas";"30";1
"105";3;5;3;"no";"8";"3ft";"gas";"30";0
"106";3;6;1;"no";"8";"3ft";"hyb";"40";0
"107";3;6;2;"no";"8";"3ft";"elec";"35";0
"108";3;6;3;"no";"6";"2ft";"gas";"40";1
"109";3;7;1;"no";"7";"3ft";"hyb";"30";1
"110";3;7;2;"no";"8";"2ft";"gas";"40";0
"111";3;7;3;"no";"7";"3ft";"gas";"30";0
"112";3;8;1;"no";"7";"3ft";"elec";"30";0
"113";3;8;2;"no";"6";"2ft";"gas";"30";1
"114";3;8;3;"no";"6";"2ft";"hyb";"40";0
"115";3;9;1;"no";"6";"2ft";"elec";"40";0
"116";3;9;2;"no";"8";"2ft";"hyb";"35";0
"117";3;9;3;"no";"6";"3ft";"gas";"35";1
"118";3;10;1;"no";"6";"2ft";"gas";"35";1
"119";3;10;2;"no";"8";"3ft";"elec";"40";0
"120";3;10;3;"no";"8";"2ft";"elec";"35";0
"121";3;11;1;"no";"8";"3ft";"elec";"30";0
"122";3;11;2;"no";"7";"2ft";"gas";"30";1
"123";3;11;3;"no";"7";"2ft";"gas";"35";0
"124";3;12;1;"no";"6";"3ft";"elec";"40";1
"125";3;12;2;"no";"8";"2ft";"elec";"40";0
"126";3;12;3;"no";"7";"2ft";"gas";"40";0
"127";3;13;1;"no";"8";"3ft";"gas";"35";0
"128";3;13;2;"no";"8";"2ft";"elec";"30";1
"129";3;13;3;"no";"6";"2ft";"hyb";"35";0
"130";3;14;1;"no";"6";"3ft";"elec";"35";0
"131";3;14;2;"no";"6";"3ft";"gas";"40";0
"132";3;14;3;"no";"6";"3ft";"hyb";"40";1
"133";3;15;1;"no";"7";"2ft";"elec";"30";0
"134";3;15;2;"no";"6";"3ft";"hyb";"35";1
"135";3;15;3;"no";"7";"3ft";"hyb";"40";0
"136";4;1;1;"no";"6";"2ft";"elec";"30";0
"137";4;1;2;"no";"6";"3ft";"elec";"30";0
"138";4;1;3;"no";"8";"2ft";"hyb";"30";1
"139";4;2;1;"no";"7";"2ft";"gas";"35";0
"140";4;2;2;"no";"7";"2ft";"elec";"35";0
"141";4;2;3;"no";"6";"2ft";"hyb";"30";1
"142";4;3;1;"no";"6";"3ft";"gas";"40";0
"143";4;3;2;"no";"6";"3ft";"gas";"30";1
"144";4;3;3;"no";"7";"3ft";"gas";"35";0
"145";4;4;1;"no";"6";"3ft";"elec";"35";0
"146";4;4;2;"no";"8";"2ft";"gas";"35";1
"147";4;4;3;"no";"7";"2ft";"hyb";"35";0
"148";4;5;1;"no";"7";"2ft";"gas";"30";0
"149";4;5;2;"no";"6";"2ft";"gas";"30";1
"150";4;5;3;"no";"8";"2ft";"elec";"35";0
"151";4;6;1;"no";"8";"3ft";"elec";"35";0
"152";4;6;2;"no";"8";"2ft";"hyb";"35";1
"153";4;6;3;"no";"6";"2ft";"elec";"35";0
"154";4;7;1;"no";"6";"2ft";"hyb";"40";0
"155";4;7;2;"no";"7";"3ft";"elec";"35";0
"156";4;7;3;"no";"6";"3ft";"hyb";"30";1
"157";4;8;1;"no";"6";"2ft";"elec";"40";0
"158";4;8;2;"no";"6";"3ft";"gas";"35";1
"159";4;8;3;"no";"6";"3ft";"hyb";"35";0
"160";4;9;1;"no";"8";"3ft";"gas";"40";0
"161";4;9;2;"no";"7";"3ft";"hyb";"30";0
"162";4;9;3;"no";"8";"2ft";"gas";"30";1
"163";4;10;1;"no";"7";"2ft";"elec";"30";0
"164";4;10;2;"no";"7";"3ft";"gas";"40";0
"165";4;10;3;"no";"7";"3ft";"gas";"30";1
"166";4;11;1;"no";"8";"2ft";"elec";"30";0
"167";4;11;2;"no";"8";"3ft";"hyb";"35";1
"168";4;11;3;"no";"6";"2ft";"hyb";"35";0
"169";4;12;1;"no";"6";"3ft";"hyb";"40";0
"170";4;12;2;"no";"7";"2ft";"hyb";"40";1
"171";4;12;3;"no";"8";"2ft";"gas";"40";0
"172";4;13;1;"no";"8";"2ft";"elec";"40";0
"173";4;13;2;"no";"6";"2ft";"gas";"40";0
"174";4;13;3;"no";"7";"2ft";"gas";"40";1
"175";4;14;1;"no";"8";"3ft";"elec";"30";0
"176";4;14;2;"no";"8";"2ft";"hyb";"40";1
"177";4;14;3;"no";"7";"3ft";"elec";"40";0
"178";4;15;1;"no";"8";"3ft";"elec";"40";0
"179";4;15;2;"no";"7";"3ft";"hyb";"35";1
"180";4;15;3;"no";"7";"2ft";"elec";"40";0
"181";5;1;1;"yes";"6";"3ft";"elec";"40";0
"182";5;1;2;"yes";"7";"3ft";"gas";"40";0
"183";5;1;3;"yes";"6";"2ft";"hyb";"30";1
"184";5;2;1;"yes";"8";"2ft";"gas";"35";1
"185";5;2;2;"yes";"8";"3ft";"hyb";"40";0
"186";5;2;3;"yes";"8";"2ft";"elec";"35";0
"187";5;3;1;"yes";"6";"2ft";"hyb";"40";0
"188";5;3;2;"yes";"8";"2ft";"elec";"40";0
"189";5;3;3;"yes";"8";"2ft";"gas";"30";1
"190";5;4;1;"yes";"6";"3ft";"hyb";"30";1
"191";5;4;2;"yes";"6";"2ft";"elec";"30";0
"192";5;4;3;"yes";"8";"2ft";"hyb";"40";0
"193";5;5;1;"yes";"6";"3ft";"gas";"40";1
"194";5;5;2;"yes";"8";"3ft";"elec";"30";0
"195";5;5;3;"yes";"6";"3ft";"hyb";"40";0
"196";5;6;1;"yes";"7";"2ft";"hyb";"30";1
"197";5;6;2;"yes";"7";"2ft";"gas";"35";0
"198";5;6;3;"yes";"6";"3ft";"hyb";"35";0
"199";5;7;1;"yes";"7";"2ft";"gas";"40";1
"200";5;7;2;"yes";"7";"3ft";"elec";"35";0
"201";5;7;3;"yes";"6";"2ft";"gas";"35";0
"202";5;8;1;"yes";"7";"3ft";"elec";"40";0
"203";5;8;2;"yes";"6";"2ft";"elec";"35";0
"204";5;8;3;"yes";"6";"3ft";"elec";"30";1
"205";5;9;1;"yes";"7";"2ft";"elec";"40";0
"206";5;9;2;"yes";"6";"2ft";"gas";"40";0
"207";5;9;3;"yes";"8";"2ft";"hyb";"30";1
"208";5;10;1;"yes";"7";"3ft";"hyb";"35";0
"209";5;10;2;"yes";"7";"2ft";"hyb";"40";0
"210";5;10;3;"yes";"8";"3ft";"hyb";"35";1
"211";5;11;1;"yes";"7";"2ft";"elec";"30";1
"212";5;11;2;"yes";"6";"3ft";"elec";"35";0
"213";5;11;3;"yes";"8";"3ft";"elec";"35";0
"214";5;12;1;"yes";"8";"3ft";"gas";"30";1
"215";5;12;2;"yes";"7";"3ft";"gas";"30";0
"216";5;12;3;"yes";"6";"2ft";"gas";"30";0
"217";5;13;1;"yes";"6";"3ft";"gas";"35";0
"218";5;13;2;"yes";"8";"3ft";"elec";"40";0
"219";5;13;3;"yes";"7";"3ft";"gas";"35";1
"220";5;14;1;"yes";"6";"2ft";"hyb";"35";0
"221";5;14;2;"yes";"7";"3ft";"hyb";"30";1
"222";5;14;3;"yes";"8";"2ft";"elec";"30";0
"223";5;15;1;"yes";"7";"3ft";"elec";"30";1
"224";5;15;2;"yes";"6";"3ft";"gas";"30";0
"225";5;15;3;"yes";"7";"2ft";"hyb";"35";0
"226";6;1;1;"no";"7";"2ft";"elec";"40";0
"227";6;1;2;"no";"7";"3ft";"gas";"30";1
"228";6;1;3;"no";"8";"3ft";"elec";"40";0
"229";6;2;1;"no";"8";"2ft";"elec";"40";0
"230";6;2;2;"no";"8";"2ft";"gas";"30";0
"231";6;2;3;"no";"6";"3ft";"gas";"35";1
"232";6;3;1;"no";"7";"2ft";"elec";"35";0
"233";6;3;2;"no";"7";"3ft";"elec";"40";0
"234";6;3;3;"no";"7";"2ft";"hyb";"35";1
"235";6;4;1;"no";"7";"2ft";"gas";"30";1
"236";6;4;2;"no";"7";"2ft";"elec";"30";0
"237";6;4;3;"no";"6";"2ft";"elec";"35";0
"238";6;5;1;"no";"7";"3ft";"gas";"40";0
"239";6;5;2;"no";"6";"2ft";"gas";"30";0
"240";6;5;3;"no";"8";"3ft";"gas";"35";1
"241";6;6;1;"no";"8";"3ft";"gas";"40";1
"242";6;6;2;"no";"6";"2ft";"hyb";"30";0
"243";6;6;3;"no";"6";"2ft";"hyb";"35";0
"244";6;7;1;"no";"6";"3ft";"gas";"40";1
"245";6;7;2;"no";"7";"3ft";"hyb";"40";0
"246";6;7;3;"no";"7";"2ft";"gas";"40";0
"247";6;8;1;"no";"8";"3ft";"elec";"35";0
"248";6;8;2;"no";"8";"3ft";"hyb";"35";1
"249";6;8;3;"no";"8";"2ft";"hyb";"35";0
"250";6;9;1;"no";"7";"2ft";"hyb";"30";1
"251";6;9;2;"no";"7";"2ft";"hyb";"40";0
"252";6;9;3;"no";"7";"3ft";"elec";"30";0
"253";6;10;1;"no";"8";"2ft";"gas";"40";0
"254";6;10;2;"no";"8";"2ft";"gas";"35";1
"255";6;10;3;"no";"7";"3ft";"elec";"35";0
"256";6;11;1;"no";"7";"3ft";"gas";"35";1
"257";6;11;2;"no";"6";"3ft";"elec";"30";0
"258";6;11;3;"no";"8";"2ft";"elec";"35";0
"259";6;12;1;"no";"8";"2ft";"elec";"30";0
"260";6;12;2;"no";"6";"3ft";"hyb";"40";0
"261";6;12;3;"no";"6";"3ft";"elec";"35";1
"262";6;13;1;"no";"7";"3ft";"hyb";"30";0
"263";6;13;2;"no";"7";"2ft";"gas";"35";0
"264";6;13;3;"no";"6";"3ft";"hyb";"30";1
"265";6;14;1;"no";"7";"3ft";"hyb";"35";0
"266";6;14;2;"no";"8";"3ft";"gas";"30";1
"267";6;14;3;"no";"6";"3ft";"elec";"40";0
"268";6;15;1;"no";"8";"2ft";"hyb";"30";0
"269";6;15;2;"no";"6";"3ft";"hyb";"35";0
"270";6;15;3;"no";"8";"3ft";"hyb";"30";1
"271";7;1;1;"no";"8";"2ft";"gas";"30";0
"272";7;1;2;"no";"8";"3ft";"elec";"40";0
"273";7;1;3;"no";"6";"3ft";"elec";"30";1
"274";7;2;1;"no";"6";"2ft";"gas";"30";1
"275";7;2;2;"no";"7";"2ft";"hyb";"30";0
"276";7;2;3;"no";"6";"3ft";"hyb";"40";0
"277";7;3;1;"no";"6";"3ft";"elec";"40";1
"278";7;3;2;"no";"8";"2ft";"elec";"35";0
"279";7;3;3;"no";"8";"2ft";"elec";"40";0
"280";7;4;1;"no";"7";"3ft";"hyb";"35";1
"281";7;4;2;"no";"7";"2ft";"hyb";"35";0
"282";7;4;3;"no";"8";"2ft";"hyb";"30";0
"283";7;5;1;"no";"8";"3ft";"hyb";"30";1
"284";7;5;2;"no";"8";"3ft";"hyb";"40";0
"285";7;5;3;"no";"8";"3ft";"gas";"40";0
"286";7;6;1;"no";"6";"2ft";"hyb";"35";0
"287";7;6;2;"no";"7";"2ft";"elec";"30";1
"288";7;6;3;"no";"6";"2ft";"elec";"30";0
"289";7;7;1;"no";"7";"2ft";"hyb";"40";0
"290";7;7;2;"no";"8";"3ft";"gas";"35";1
"291";7;7;3;"no";"6";"2ft";"gas";"40";0
"292";7;8;1;"no";"8";"2ft";"hyb";"35";0
"293";7;8;2;"no";"7";"3ft";"gas";"30";0
"294";7;8;3;"no";"6";"3ft";"gas";"40";1
"295";7;9;1;"no";"7";"3ft";"hyb";"40";0
"296";7;9;2;"no";"7";"2ft";"gas";"35";1
"297";7;9;3;"no";"8";"2ft";"elec";"30";0
"298";7;10;1;"no";"6";"3ft";"elec";"35";0
"299";7;10;2;"no";"6";"2ft";"hyb";"40";1
"300";7;10;3;"no";"7";"3ft";"hyb";"30";0
"301";7;11;1;"no";"7";"3ft";"gas";"40";0
"302";7;11;2;"no";"8";"2ft";"gas";"35";0
"303";7;11;3;"no";"7";"2ft";"gas";"30";1
"304";7;12;1;"no";"8";"2ft";"gas";"40";0
"305";7;12;2;"no";"8";"2ft";"hyb";"40";0
"306";7;12;3;"no";"6";"2ft";"hyb";"30";1
"307";7;13;1;"no";"6";"3ft";"gas";"30";0
"308";7;13;2;"no";"7";"3ft";"elec";"35";1
"309";7;13;3;"no";"7";"3ft";"gas";"35";0
"310";7;14;1;"no";"6";"3ft";"gas";"35";1
"311";7;14;2;"no";"7";"2ft";"gas";"40";0
"312";7;14;3;"no";"7";"2ft";"elec";"40";0
"313";7;15;1;"no";"6";"2ft";"elec";"35";0
"314";7;15;2;"no";"8";"3ft";"hyb";"35";0
"315";7;15;3;"no";"6";"2ft";"gas";"35";1
"316";8;1;1;"yes";"8";"3ft";"elec";"30";0
"317";8;1;2;"yes";"6";"2ft";"gas";"35";0
"318";8;1;3;"yes";"6";"3ft";"hyb";"40";1
"319";8;2;1;"yes";"8";"2ft";"elec";"35";0
"320";8;2;2;"yes";"7";"3ft";"elec";"30";0
"321";8;2;3;"yes";"8";"2ft";"hyb";"30";1
"322";8;3;1;"yes";"8";"3ft";"elec";"35";0
"323";8;3;2;"yes";"8";"3ft";"hyb";"35";1
"324";8;3;3;"yes";"7";"2ft";"hyb";"35";0
"325";8;4;1;"yes";"7";"3ft";"hyb";"30";1
"326";8;4;2;"yes";"6";"2ft";"hyb";"35";0
"327";8;4;3;"yes";"6";"3ft";"elec";"30";0
"328";8;5;1;"yes";"7";"3ft";"elec";"40";0
"329";8;5;2;"yes";"6";"3ft";"hyb";"35";1
"330";8;5;3;"yes";"6";"2ft";"elec";"40";0
"331";8;6;1;"yes";"7";"3ft";"gas";"35";0
"332";8;6;2;"yes";"6";"2ft";"gas";"30";1
"333";8;6;3;"yes";"6";"2ft";"elec";"30";0
"334";8;7;1;"yes";"8";"2ft";"elec";"40";0
"335";8;7;2;"yes";"8";"3ft";"gas";"35";1
"336";8;7;3;"yes";"6";"2ft";"hyb";"40";0
"337";8;8;1;"yes";"8";"3ft";"hyb";"30";1
"338";8;8;2;"yes";"8";"2ft";"gas";"35";0
"339";8;8;3;"yes";"6";"2ft";"hyb";"30";0
"340";8;9;1;"yes";"6";"3ft";"gas";"40";0
"341";8;9;2;"yes";"8";"3ft";"hyb";"40";1
"342";8;9;3;"yes";"6";"2ft";"elec";"35";0
"343";8;10;1;"yes";"7";"3ft";"gas";"40";0
"344";8;10;2;"yes";"8";"2ft";"hyb";"40";0
"345";8;10;3;"yes";"8";"3ft";"gas";"30";1
"346";8;11;1;"yes";"6";"3ft";"elec";"40";0
"347";8;11;2;"yes";"7";"3ft";"elec";"35";0
"348";8;11;3;"yes";"8";"2ft";"elec";"30";1
"349";8;12;1;"yes";"8";"3ft";"gas";"40";0
"350";8;12;2;"yes";"8";"3ft";"elec";"40";0
"351";8;12;3;"yes";"7";"2ft";"gas";"30";1
"352";8;13;1;"yes";"7";"3ft";"hyb";"35";0
"353";8;13;2;"yes";"8";"2ft";"gas";"30";1
"354";8;13;3;"yes";"7";"2ft";"elec";"30";0
"355";8;14;1;"yes";"6";"3ft";"gas";"30";1
"356";8;14;2;"yes";"6";"2ft";"gas";"40";0
"357";8;14;3;"yes";"7";"2ft";"elec";"35";0
"358";8;15;1;"yes";"7";"2ft";"elec";"40";1
"359";8;15;2;"yes";"7";"2ft";"hyb";"40";0
"360";8;15;3;"yes";"7";"3ft";"hyb";"40";0
"361";9;1;1;"no";"7";"3ft";"elec";"35";0
"362";9;1;2;"no";"6";"3ft";"hyb";"30";1
"363";9;1;3;"no";"8";"3ft";"hyb";"35";0
"364";9;2;1;"no";"6";"3ft";"hyb";"35";1
"365";9;2;2;"no";"6";"2ft";"hyb";"35";0
"366";9;2;3;"no";"7";"2ft";"elec";"40";0
"367";9;3;1;"no";"7";"3ft";"gas";"40";0
"368";9;3;2;"no";"6";"2ft";"elec";"35";0
"369";9;3;3;"no";"8";"3ft";"gas";"40";1
"370";9;4;1;"no";"8";"3ft";"elec";"40";0
"371";9;4;2;"no";"6";"3ft";"hyb";"40";1
"372";9;4;3;"no";"8";"2ft";"elec";"35";0
"373";9;5;1;"no";"8";"3ft";"elec";"35";0
"374";9;5;2;"no";"7";"3ft";"gas";"30";1
"375";9;5;3;"no";"7";"2ft";"elec";"30";0
"376";9;6;1;"no";"7";"2ft";"hyb";"40";0
"377";9;6;2;"no";"7";"3ft";"elec";"40";0
"378";9;6;3;"no";"8";"2ft";"elec";"40";1
"379";9;7;1;"no";"6";"2ft";"elec";"30";0
"380";9;7;2;"no";"8";"3ft";"gas";"30";1
"381";9;7;3;"no";"7";"2ft";"gas";"40";0
"382";9;8;1;"no";"7";"2ft";"gas";"35";0
"383";9;8;2;"no";"6";"3ft";"elec";"30";1
"384";9;8;3;"no";"7";"3ft";"elec";"30";0
"385";9;9;1;"no";"8";"3ft";"gas";"35";1
"386";9;9;2;"no";"7";"2ft";"elec";"35";0
"387";9;9;3;"no";"6";"2ft";"gas";"30";0
"388";9;10;1;"no";"7";"3ft";"hyb";"40";0
"389";9;10;2;"no";"6";"3ft";"elec";"35";0
"390";9;10;3;"no";"6";"2ft";"hyb";"40";1
"391";9;11;1;"no";"8";"2ft";"gas";"30";0
"392";9;11;2;"no";"8";"3ft";"elec";"30";1
"393";9;11;3;"no";"7";"3ft";"gas";"35";0
"394";9;12;1;"no";"8";"2ft";"hyb";"30";0
"395";9;12;2;"no";"6";"3ft";"gas";"35";1
"396";9;12;3;"no";"6";"2ft";"elec";"40";0
"397";9;13;1;"no";"7";"3ft";"hyb";"30";0
"398";9;13;2;"no";"6";"2ft";"gas";"35";1
"399";9;13;3;"no";"8";"2ft";"hyb";"35";0
"400";9;14;1;"no";"8";"3ft";"hyb";"40";0
"401";9;14;2;"no";"8";"2ft";"elec";"30";0
"402";9;14;3;"no";"7";"2ft";"gas";"30";1
"403";9;15;1;"no";"8";"2ft";"gas";"35";1
"404";9;15;2;"no";"8";"2ft";"hyb";"40";0
"405";9;15;3;"no";"6";"3ft";"elec";"40";0
"406";10;1;1;"no";"8";"3ft";"elec";"40";0
"407";10;1;2;"no";"6";"2ft";"gas";"40";1
"408";10;1;3;"no";"7";"3ft";"hyb";"40";0
"409";10;2;1;"no";"8";"3ft";"elec";"35";1
"410";10;2;2;"no";"7";"2ft";"elec";"40";0
"411";10;2;3;"no";"6";"2ft";"hyb";"40";0
"412";10;3;1;"no";"8";"2ft";"gas";"40";0
"413";10;3;2;"no";"7";"2ft";"hyb";"30";0
"414";10;3;3;"no";"6";"2ft";"gas";"30";1
"415";10;4;1;"no";"6";"3ft";"gas";"40";0
"416";10;4;2;"no";"7";"3ft";"hyb";"35";0
"417";10;4;3;"no";"8";"3ft";"gas";"35";1
"418";10;5;1;"no";"6";"2ft";"hyb";"35";0
"419";10;5;2;"no";"7";"3ft";"gas";"35";1
"420";10;5;3;"no";"7";"2ft";"elec";"35";0
"421";10;6;1;"no";"7";"3ft";"elec";"35";0
"422";10;6;2;"no";"6";"3ft";"gas";"30";1
"423";10;6;3;"no";"7";"3ft";"elec";"30";0
"424";10;7;1;"no";"8";"2ft";"hyb";"30";0
"425";10;7;2;"no";"7";"2ft";"gas";"35";1
"426";10;7;3;"no";"7";"2ft";"elec";"30";0
"427";10;8;1;"no";"8";"2ft";"elec";"35";0
"428";10;8;2;"no";"8";"3ft";"gas";"40";0
"429";10;8;3;"no";"6";"2ft";"elec";"40";1
"430";10;9;1;"no";"8";"3ft";"hyb";"40";0
"431";10;9;2;"no";"6";"3ft";"gas";"35";1
"432";10;9;3;"no";"7";"2ft";"hyb";"40";0
"433";10;10;1;"no";"8";"3ft";"gas";"30";1
"434";10;10;2;"no";"7";"3ft";"elec";"40";0
"435";10;10;3;"no";"7";"2ft";"hyb";"35";0
"436";10;11;1;"no";"8";"3ft";"hyb";"35";1
"437";10;11;2;"no";"8";"2ft";"hyb";"35";0
"438";10;11;3;"no";"6";"3ft";"hyb";"30";0
"439";10;12;1;"no";"8";"2ft";"gas";"35";0
"440";10;12;2;"no";"6";"3ft";"hyb";"35";1
"441";10;12;3;"no";"6";"2ft";"gas";"35";0
"442";10;13;1;"no";"7";"3ft";"hyb";"30";0
"443";10;13;2;"no";"6";"2ft";"hyb";"30";0
"444";10;13;3;"no";"6";"2ft";"elec";"30";1
"445";10;14;1;"no";"8";"3ft";"hyb";"30";0
"446";10;14;2;"no";"6";"3ft";"elec";"30";0
"447";10;14;3;"no";"8";"2ft";"gas";"30";1
"448";10;15;1;"no";"7";"2ft";"gas";"40";0
"449";10;15;2;"no";"6";"2ft";"elec";"35";0
"450";10;15;3;"no";"7";"3ft";"gas";"30";1
"451";11;1;1;"no";"8";"2ft";"gas";"35";0
"452";11;1;2;"no";"8";"3ft";"hyb";"40";0
"453";11;1;3;"no";"6";"2ft";"elec";"30";1
"454";11;2;1;"no";"7";"2ft";"elec";"40";0
"455";11;2;2;"no";"7";"3ft";"gas";"30";1
"456";11;2;3;"no";"7";"2ft";"elec";"35";0
"457";11;3;1;"no";"7";"2ft";"gas";"35";0
"458";11;3;2;"no";"8";"3ft";"gas";"30";1
"459";11;3;3;"no";"6";"2ft";"hyb";"30";0
"460";11;4;1;"no";"7";"3ft";"elec";"30";0
"461";11;4;2;"no";"8";"2ft";"gas";"40";0
"462";11;4;3;"no";"7";"3ft";"gas";"35";1
"463";11;5;1;"no";"6";"2ft";"elec";"40";0
"464";11;5;2;"no";"8";"3ft";"hyb";"30";0
"465";11;5;3;"no";"8";"3ft";"gas";"35";1
"466";11;6;1;"no";"6";"3ft";"elec";"35";0
"467";11;6;2;"no";"7";"3ft";"hyb";"35";0
"468";11;6;3;"no";"7";"3ft";"elec";"35";1
"469";11;7;1;"no";"8";"2ft";"gas";"30";1
