"","resp_id","ques","alt","segment","seat","trans","convert","price","choice"
"68",3,3,2,"basic",5,"manual","no",30,0
"69",3,3,3,"basic",2,"auto","no",35,1
"70",3,4,1,"basic",2,"auto","yes",30,1
"71",3,4,2,"basic",2,"manual","yes",35,0
"72",3,4,3,"basic",2,"manual","yes",30,0
"73",3,5,1,"basic",4,"manual","no",40,0
"74",3,5,2,"basic",5,"auto","no",35,1
"75",3,5,3,"basic",5,"auto","no",40,0
"76",3,6,1,"basic",2,"manual","no",40,0
"77",3,6,2,"basic",5,"auto","no",30,0
"78",3,6,3,"basic",2,"auto","no",30,1
"79",3,7,1,"basic",4,"manual","no",30,0
"80",3,7,2,"basic",4,"auto","no",40,0
"81",3,7,3,"basic",4,"auto","no",30,1
"82",3,8,1,"basic",4,"manual","yes",35,0
"83",3,8,2,"basic",4,"manual","yes",40,0
"84",3,8,3,"basic",5,"auto","yes",30,1
"85",3,9,1,"basic",5,"manual","yes",30,0
"86",3,9,2,"basic",2,"auto","yes",35,0
"87",3,9,3,"basic",5,"auto","yes",35,1
"88",3,10,1,"basic",5,"manual","no",40,0
"89",3,10,2,"basic",5,"manual","yes",35,1
"90",3,10,3,"basic",2,"auto","no",40,0
"91",4,1,1,"basic",2,"auto","no",30,0
"92",4,1,2,"basic",5,"manual","no",30,1
"93",4,1,3,"basic",4,"manual","yes",40,0
"94",4,2,1,"basic",5,"manual","yes",40,0
"95",4,2,2,"basic",4,"auto","yes",40,1
"96",4,2,3,"basic",2,"auto","yes",35,0
"97",4,3,1,"basic",4,"manual","yes",35,0
"98",4,3,2,"basic",5,"auto","yes",35,1
"99",4,3,3,"basic",5,"auto","no",40,0
"100",4,4,1,"basic",5,"manual","yes",30,0
"101",4,4,2,"basic",2,"manual","no",35,0
"102",4,4,3,"basic",4,"auto","yes",30,1
"103",4,5,1,"basic",4,"manual","yes",30,0
"104",4,5,2,"basic",4,"auto","no",30,1
"105",4,5,3,"basic",2,"manual","no",30,0
"106",4,6,1,"basic",2,"auto","yes",40,0
"107",4,6,2,"basic",5,"auto","yes",40,0
"108",4,6,3,"basic",4,"auto","no",35,1
"109",4,7,1,"basic",5,"manual","yes",35,0
"110",4,7,2,"basic",2,"manual","yes",30,0
"111",4,7,3,"basic",2,"auto","yes",30,1
"112",4,8,1,"basic",4,"manual","no",40,0
"113",4,8,2,"basic",5,"auto","no",30,1
"114",4,8,3,"basic",4,"auto","yes",35,0
"115",4,9,1,"basic",4,"manual","no",35,0
"116",4,9,2,"basic",2,"auto","no",35,0
"117",4,9,3,"basic",4,"manual","no",30,1
"118",4,10,1,"basic",5,"manual","no",35,0
"119",4,10,2,"basic",5,"auto","no",35,1
"120",4,10,3,"basic",5,"auto","yes",30,0
"121",5,1,1,"basic",5,"auto","yes",35,0
"122",5,1,2,"basic",2,"auto","yes",30,1
"123",5,1,3,"basic",4,"manual","no",35,0
"124",5,2,1,"basic",5,"auto","no",40,0
"125",5,2,2,"basic",2,"manual","no",30,1
"126",5,2,3,"basic",2,"auto","no",35,0
"127",5,3,1,"basic",2,"manual","no",35,0
"128",5,3,2,"basic",5,"auto","no",35,1
"129",5,3,3,"basic",5,"manual","yes",40,0
"130",5,4,1,"basic",5,"manual","no",35,0
"131",5,4,2,"basic",4,"auto","yes",35,1
"132",5,4,3,"basic",5,"auto","yes",30,0
"133",5,5,1,"basic",4,"auto","no",35,0
"134",5,5,2,"basic",2,"auto","no",30,1
"135",5,5,3,"basic",2,"manual","no",40,0
"136",5,6,1,"basic",5,"manual","yes",30,1
"137",5,6,2,"basic",4,"manual","yes",40,0
"138",5,6,3,"basic",2,"manual","yes",40,0
"139",5,7,1,"basic",2,"manual","yes",30,1
"140",5,7,2,"basic",5,"manual","no",40,0
"141",5,7,3,"basic",4,"auto","no",40,0
"142",5,8,1,"basic",2,"manual","yes",35,0
"143",5,8,2,"basic",5,"auto","yes",40,1
"144",5,8,3,"basic",4,"auto","yes",40,0
"145",5,9,1,"basic",5,"manual","yes",35,0
"146",5,9,2,"basic",4,"auto","yes",30,1
"147",5,9,3,"basic",2,"auto","no",40,0
"148",5,10,1,"basic",5,"auto","no",30,1
"149",5,10,2,"basic",5,"manual","no",30,0
"150",5,10,3,"basic",2,"auto","yes",35,0
"151",6,1,1,"basic",5,"manual","yes",35,0
"152",6,1,2,"basic",2,"auto","yes",30,1
"153",6,1,3,"basic",2,"manual","no",30,0
"154",6,2,1,"basic",5,"manual","no",35,1
"155",6,2,2,"basic",4,"manual","no",35,0
"156",6,2,3,"basic",2,"manual","yes",30,0
"157",6,3,1,"basic",4,"auto","no",30,0
"158",6,3,2,"basic",5,"auto","no",30,1
"159",6,3,3,"basic",5,"auto","no",35,0
"160",6,4,1,"basic",2,"manual","yes",40,0
"161",6,4,2,"basic",5,"manual","yes",30,1
"162",6,4,3,"basic",2,"auto","no",40,0
"163",6,5,1,"basic",4,"manual","yes",30,1
"164",6,5,2,"basic",2,"manual","yes",35,0
"165",6,5,3,"basic",4,"auto","no",40,0
"166",6,6,1,"basic",5,"auto","no",40,0
"167",6,6,2,"basic",5,"auto","yes",35,1
"168",6,6,3,"basic",4,"auto","no",35,0
"169",6,7,1,"basic",4,"manual","no",40,0
"170",6,7,2,"basic",4,"manual","yes",40,1
"171",6,7,3,"basic",4,"auto","yes",40,0
"172",6,8,1,"basic",2,"manual","no",40,0
"173",6,8,2,"basic",2,"auto","no",30,1
"174",6,8,3,"basic",2,"auto","yes",35,0
"175",6,9,1,"basic",4,"auto","yes",35,0
"176",6,9,2,"basic",5,"manual","no",30,0
"177",6,9,3,"basic",5,"auto","yes",30,1
"178",6,10,1,"basic",4,"auto","yes",30,1
"179",6,10,2,"basic",2,"auto","yes",40,0
"180",6,10,3,"basic",5,"auto","yes",40,0
"181",7,1,1,"basic",5,"manual","yes",35,0
"182",7,1,2,"basic",4,"manual","yes",30,1
"183",7,1,3,"basic",4,"auto","no",30,0
"184",7,2,1,"basic",2,"auto","yes",35,1
"185",7,2,2,"basic",5,"manual","no",35,0
"186",7,2,3,"basic",4,"manual","no",35,0
"187",7,3,1,"basic",4,"auto","no",40,0
"188",7,3,2,"basic",4,"manual","no",40,0
"189",7,3,3,"basic",5,"auto","no",35,1
"190",7,4,1,"basic",4,"manual","yes",35,0
"191",7,4,2,"basic",4,"auto","yes",35,0
"192",7,4,3,"basic",4,"auto","yes",30,1
"193",7,5,1,"basic",5,"auto","no",30,1
"194",7,5,2,"basic",4,"manual","no",30,0
"195",7,5,3,"basic",2,"auto","no",40,0
"196",7,6,1,"basic",5,"manual","yes",40,0
"197",7,6,2,"basic",2,"manual","no",40,0
"198",7,6,3,"basic",2,"manual","yes",35,1
"199",7,7,1,"basic",4,"manual","yes",40,0
"200",7,7,2,"basic",2,"auto","no",30,1
"201",7,7,3,"basic",2,"manual","yes",30,0
"202",7,8,1,"basic",5,"manual","no",30,0
"203",7,8,2,"basic",2,"auto","no",35,1
"204",7,8,3,"basic",5,"manual","no",40,0
"205",7,9,1,"basic",2,"auto","yes",30,1
"206",7,9,2,"basic",2,"manual","no",35,0
"207",7,9,3,"basic",5,"auto","no",40,0
"208",7,10,1,"basic",4,"auto","yes",40,0
"209",7,10,2,"basic",5,"auto","yes",30,1
"210",7,10,3,"basic",2,"auto","yes",40,0
"211",8,1,1,"basic",5,"manual","no",40,1
"212",8,1,2,"basic",2,"manual","no",30,0
"213",8,1,3,"basic",4,"auto","no",30,0
"214",8,2,1,"basic",4,"manual","yes",35,0
"215",8,2,2,"basic",2,"manual","no",35,0
"216",8,2,3,"basic",4,"auto","yes",35,1
"217",8,3,1,"basic",4,"manual","yes",30,1
"218",8,3,2,"basic",5,"auto","no",40,0
"219",8,3,3,"basic",5,"auto","yes",30,0
"220",8,4,1,"basic",2,"manual","yes",30,0
"221",8,4,2,"basic",5,"manual","no",30,0
"222",8,4,3,"basic",2,"auto","no",30,1
"223",8,5,1,"basic",2,"auto","yes",30,0
"224",8,5,2,"basic",2,"auto","no",35,1
"225",8,5,3,"basic",2,"manual","no",40,0
"226",8,6,1,"basic",2,"manual","yes",35,0
"227",8,6,2,"basic",5,"manual","yes",30,1
"228",8,6,3,"basic",4,"auto","no",35,0
"229",8,7,1,"basic",2,"manual","yes",40,0
"230",8,7,2,"basic",5,"manual","yes",40,0
"231",8,7,3,"basic",5,"auto","yes",35,1
"232",8,8,1,"basic",5,"manual","no",35,0
"233",8,8,2,"basic",4,"auto","yes",30,0
"234",8,8,3,"basic",5,"auto","no",30,1
"235",8,9,1,"basic",2,"auto","yes",40,0
"236",8,9,2,"basic",2,"auto","no",40,0
"237",8,9,3,"basic",4,"auto","no",40,1
"238",8,10,1,"basic",4,"auto","yes",40,0
"239",8,10,2,"basic",5,"manual","yes",35,1
"240",8,10,3,"basic",4,"manual","no",30,0
"241",9,1,1,"basic",4,"auto","no",40,0
"242",9,1,2,"basic",2,"auto","no",40,0
"243",9,1,3,"basic",5,"auto","yes",40,1
"244",9,2,1,"basic",2,"auto","no",35,0
"245",9,2,2,"basic",5,"auto","no",35,0
"246",9,2,3,"basic",2,"auto","yes",30,1
"247",9,3,1,"basic",2,"auto","no",30,1
"248",9,3,2,"basic",5,"manual","no",40,0
"249",9,3,3,"basic",5,"auto","no",40,0
"250",9,4,1,"basic",4,"manual","yes",35,0
"251",9,4,2,"basic",2,"auto","yes",40,0
"252",9,4,3,"basic",4,"auto","no",30,1
"253",9,5,1,"basic",5,"auto","yes",30,1
"254",9,5,2,"basic",5,"auto","yes",35,0
"255",9,5,3,"basic",4,"manual","no",35,0
"256",9,6,1,"basic",4,"manual","no",30,1
"257",9,6,2,"basic",2,"manual","yes",40,0
"258",9,6,3,"basic",4,"manual","yes",30,0
"259",9,7,1,"basic",2,"manual","no",35,0
"260",9,7,2,"basic",4,"auto","yes",35,1
"261",9,7,3,"basic",2,"manual","yes",30,0
"262",9,8,1,"basic",5,"manual","yes",30,0
"263",9,8,2,"basic",2,"manual","yes",35,0
"264",9,8,3,"basic",4,"auto","yes",30,1
"265",9,9,1,"basic",5,"manual","yes",40,0
"266",9,9,2,"basic",2,"manual","no",40,0
"267",9,9,3,"basic",5,"manual","no",30,1
"268",9,10,1,"basic",4,"manual","yes",40,0
"269",9,10,2,"basic",4,"auto","yes",40,0
"270",9,10,3,"basic",2,"auto","yes",35,1
"271",10,1,1,"basic",5,"auto","yes",30,1
"272",10,1,2,"basic",4,"manual","no",30,0
"273",10,1,3,"basic",2,"auto","no",30,0
"274",10,2,1,"basic",4,"auto","yes",35,1
"275",10,2,2,"basic",5,"manual","no",30,0
"276",10,2,3,"basic",4,"auto","yes",40,0
"277",10,3,1,"basic",2,"manual","no",35,0
"278",10,3,2,"basic",2,"auto","yes",30,1
"279",10,3,3,"basic",4,"manual","no",35,0
"280",10,4,1,"basic",5,"manual","no",35,0
"281",10,4,2,"basic",5,"auto","yes",40,1
"282",10,4,3,"basic",4,"manual","no",40,0
"283",10,5,1,"basic",5,"auto","no",35,1
"284",10,5,2,"basic",2,"auto","no",35,0
"285",10,5,3,"basic",4,"auto","no",30,0
"286",10,6,1,"basic",5,"auto","no",40,0
"287",10,6,2,"basic",4,"auto","yes",30,1
"288",10,6,3,"basic",2,"auto","yes",35,0
"289",10,7,1,"basic",2,"auto","yes",40,0
"290",10,7,2,"basic",2,"manual","no",40,0
"291",10,7,3,"basic",5,"auto","no",30,1
"292",10,8,1,"basic",5,"manual","yes",40,0
"293",10,8,2,"basic",4,"manual","yes",35,0
"294",10,8,3,"basic",4,"auto","no",35,1
"295",10,9,1,"basic",2,"manual","yes",35,0
"296",10,9,2,"basic",2,"manual","yes",40,0
"297",10,9,3,"basic",5,"manual","yes",30,1
"298",10,10,1,"basic",2,"auto","no",40,0
"299",10,10,2,"basic",5,"manual","no",40,0
"300",10,10,3,"basic",2,"manual","no",30,1
"301",11,1,1,"basic",4,"auto","no",40,0
"302",11,1,2,"basic",4,"auto","no",35,0
"303",11,1,3,"basic",2,"manual","no",30,1
"304",11,2,1,"basic",5,"auto","yes",30,0
"305",11,2,2,"basic",2,"manual","yes",30,0
"306",11,2,3,"basic",5,"auto","no",35,1
"307",11,3,1,"basic",2,"manual","no",35,0
"308",11,3,2,"basic",2,"auto","yes",40,0
"309",11,3,3,"basic",4,"manual","no",35,1
"310",11,4,1,"basic",5,"manual","yes",30,1
"311",11,4,2,"basic",5,"manual","no",40,0
"312",11,4,3,"basic",5,"manual","no",35,0
"313",11,5,1,"basic",5,"auto","no",40,0
"314",11,5,2,"basic",5,"manual","yes",35,1
"315",11,5,3,"basic",4,"manual","no",40,0
"316",11,6,1,"basic",5,"auto","yes",35,1
"317",11,6,2,"basic",4,"manual","yes",30,0
"318",11,6,3,"basic",2,"auto","no",40,0
"319",11,7,1,"basic",5,"manual","no",30,1
"320",11,7,2,"basic",2,"manual","no",40,0
"321",11,7,3,"basic",4,"manual","no",30,0
"322",11,8,1,"basic",2,"auto","yes",30,1
"323",11,8,2,"basic",2,"auto","no",35,0
"324",11,8,3,"basic",2,"manual","yes",35,0
"325",11,9,1,"basic",2,"auto","yes",35,1
"326",11,9,2,"basic",4,"auto","yes",40,0
"327",11,9,3,"basic",4,"manual","yes",40,0
"328",11,10,1,"basic",5,"auto","no",30,1
"329",11,10,2,"basic",4,"auto","no",30,0
"330",11,10,3,"basic",2,"auto","no",30,0
"331",12,1,1,"racer",2,"auto","no",35,0
"332",12,1,2,"racer",5,"manual","no",35,1
"333",12,1,3,"racer",5,"auto","yes",30,0
"334",12,2,1,"racer",4,"manual","yes",30,0
"335",12,2,2,"racer",4,"auto","no",40,0
"336",12,2,3,"racer",2,"manual","yes",35,1
"337",12,3,1,"racer",2,"manual","no",30,1
"338",12,3,2,"racer",4,"manual","no",40,0
"339",12,3,3,"racer",4,"auto","yes",35,0
"340",12,4,1,"racer",4,"manual","yes",35,0
"341",12,4,2,"racer",4,"auto","no",30,0
"342",12,4,3,"racer",2,"auto","yes",35,1
"343",12,5,1,"racer",5,"manual","no",40,1
"344",12,5,2,"racer",5,"auto","no",35,0
"345",12,5,3,"racer",2,"auto","yes",40,0
"346",12,6,1,"racer",2,"auto","no",30,0
"347",12,6,2,"racer",5,"manual","no",30,0
"348",12,6,3,"racer",4,"manual","no",30,1
"349",12,7,1,"racer",4,"manual","no",35,1
"350",12,7,2,"racer",2,"manual","yes",40,0
"351",12,7,3,"racer",5,"auto","yes",40,0
"352",12,8,1,"racer",2,"manual","no",40,0
"353",12,8,2,"racer",2,"auto","no",40,0
"354",12,8,3,"racer",2,"manual","no",35,1
"355",12,9,1,"racer",5,"auto","no",40,0
"356",12,9,2,"racer",5,"manual","yes",30,1
"357",12,9,3,"racer",4,"manual","yes",40,0
"358",12,10,1,"racer",5,"auto","yes",35,1
"359",12,10,2,"racer",2,"auto","yes",30,0
"360",12,10,3,"racer",4,"auto","yes",30,0
"361",13,1,1,"basic",5,"manual","yes",35,0
"362",13,1,2,"basic",5,"manual","yes",30,1
"363",13,1,3,"basic",4,"manual","no",40,0
"364",13,2,1,"basic",5,"auto","no",35,1
"365",13,2,2,"basic",4,"auto","yes",35,0
"366",13,2,3,"basic",5,"auto","yes",30,0
"367",13,3,1,"basic",2,"auto","yes",40,1
"368",13,3,2,"basic",5,"auto","yes",40,0
"369",13,3,3,"basic",2,"manual","no",35,0
"370",13,4,1,"basic",4,"manual","yes",40,0
"371",13,4,2,"basic",5,"auto","no",30,1
"372",13,4,3,"basic",2,"manual","yes",35,0
"373",13,5,1,"basic",4,"auto","no",35,0
"374",13,5,2,"basic",4,"auto","no",30,1
"375",13,5,3,"basic",4,"auto","yes",40,0
"376",13,6,1,"basic",4,"manual","yes",30,1
"377",13,6,2,"basic",4,"manual","yes",35,0
"378",13,6,3,"basic",2,"auto","no",35,0
"379",13,7,1,"basic",4,"manual","no",35,0
"380",13,7,2,"basic",5,"manual","no",30,1
"381",13,7,3,"basic",5,"manual","no",40,0
"382",13,8,1,"basic",5,"manual","yes",40,0
"383",13,8,2,"basic",5,"auto","no",40,1
"384",13,8,3,"basic",2,"auto","yes",30,0
"385",13,9,1,"basic",2,"manual","yes",30,0
"386",13,9,2,"basic",4,"manual","no",30,1
"387",13,9,3,"basic",2,"auto","no",40,0
"388",13,10,1,"basic",2,"manual","yes",40,0
"389",13,10,2,"basic",5,"auto","yes",35,1
"390",13,10,3,"basic",2,"auto","yes",35,0
"391",14,1,1,"basic",5,"auto","yes",30,1
"392",14,1,2,"basic",2,"manual","no",40,0
"393",14,1,3,"basic",5,"manual","no",35,0
"394",14,2,1,"basic",2,"manual","yes",40,0
"395",14,2,2,"basic",5,"manual","yes",30,0
"396",14,2,3,"basic",5,"manual","no",30,1
"397",14,3,1,"basic",5,"auto","no",35,1
"398",14,3,2,"basic",2,"manual","yes",30,0
"399",14,3,3,"basic",4,"manual","yes",35,0
"400",14,4,1,"basic",4,"manual","yes",40,0
"401",14,4,2,"basic",4,"auto","yes",40,0
"402",14,4,3,"basic",2,"manual","no",30,1
"403",14,5,1,"basic",2,"auto","yes",35,0
"404",14,5,2,"basic",2,"auto","yes",30,1
"405",14,5,3,"basic",2,"auto","yes",40,0
"406",14,6,1,"basic",5,"auto","no",40,1
"407",14,6,2,"basic",5,"manual","no",40,0
"408",14,6,3,"basic",5,"auto","yes",40,0
"409",14,7,1,"basic",2,"auto","no",30,1
"410",14,7,2,"basic",4,"auto","no",30,0
"411",14,7,3,"basic",4,"auto","no",35,0
"412",14,8,1,"basic",4,"manual","no",35,0
"413",14,8,2,"basic",4,"auto","yes",30,1
"414",14,8,3,"basic",4,"auto","yes",35,0
"415",14,9,1,"basic",4,"manual","no",30,0
"416",14,9,2,"basic",2,"auto","no",40,0
"417",14,9,3,"basic",2,"auto","no",35,1
"418",14,10,1,"basic",5,"manual","yes",40,0
"419",14,10,2,"basic",4,"manual","no",40,0
"420",14,10,3,"basic",5,"auto","no",30,1
"421",15,1,1,"basic",4,"manual","yes",35,0
"422",15,1,2,"basic",2,"manual","no",35,1
"423",15,1,3,"basic",2,"manual","yes",40,0
"424",15,2,1,"basic",2,"manual","no",30,0
"425",15,2,2,"basic",2,"auto","no",40,0
"426",15,2,3,"basic",4,"auto","yes",30,1
"427",15,3,1,"basic",4,"manual","yes",30,1
"428",15,3,2,"basic",2,"manual","yes",35,0
"429",15,3,3,"basic",5,"auto","no",30,0
"430",15,4,1,"basic",2,"manual","yes",30,0
"431",15,4,2,"basic",5,"manual","no",30,0
"432",15,4,3,"basic",4,"auto","no",30,1
"433",15,5,1,"basic",4,"auto","no",40,1
"434",15,5,2,"basic",5,"manual","no",40,0
"435",15,5,3,"basic",5,"manual","yes",35,0
"436",15,6,1,"basic",2,"auto","yes",40,0
"437",15,6,2,"basic",4,"manual","no",40,0
"438",15,6,3,"basic",4,"auto","no",35,1
"439",15,7,1,"basic",4,"manual","no",35,0
"440",15,7,2,"basic",2,"auto","no",30,1
"441",15,7,3,"basic",5,"manual","yes",40,0
"442",15,8,1,"basic",5,"manual","yes",30,0
"443",15,8,2,"basic",5,"auto","yes",30,0
"444",15,8,3,"basic",5,"auto","yes",35,1
"445",15,9,1,"basic",4,"auto","yes",35,0
"446",15,9,2,"basic",2,"auto","no",35,1
"447",15,9,3,"basic",2,"auto","yes",30,0
"448",15,10,1,"basic",5,"auto","no",35,1
"449",15,10,2,"basic",2,"manual","no",40,0
"450",15,10,3,"basic",4,"manual","yes",40,0
"451",16,1,1,"basic",2,"auto","no",40,0
"452",16,1,2,"basic",5,"auto","yes",30,1
"453",16,1,3,"basic",5,"manual","yes",35,0
"454",16,2,1,"basic",5,"manual","no",35,1
"455",16,2,2,"basic",5,"manual","yes",40,0
"456",16,2,3,"basic",2,"auto","no",35,0
"457",16,3,1,"basic",5,"auto","yes",35,0
"458",16,3,2,"basic",4,"manual","no",30,0
"459",16,3,3,"basic",2,"manual","no",30,1
"460",16,4,1,"basic",4,"auto","no",35,0
"461",16,4,2,"basic",5,"auto","no",30,1
"462",16,4,3,"basic",4,"auto","yes",35,0
"463",16,5,1,"basic",4,"auto","yes",40,0
"464",16,5,2,"basic",2,"manual","no",40,0
"465",16,5,3,"basic",4,"manual","yes",35,1
"466",16,6,1,"basic",2,"auto","no",30,1
"467",16,6,2,"basic",5,"manual","yes",30,0
"468",16,6,3,"basic",5,"manual","no",30,0
"469",16,7,1,"basic",5,"auto","yes",40,0
"470",16,7,2,"basic",4,"auto","yes",30,1
"471",16,7,3,"basic",4,"manual","yes",30,0
"472",16,8,1,"basic",2,"manual","yes",35,0
"473",16,8,2,"basic",2,"manual","yes",40,0
"474",16,8,3,"basic",2,"manual","yes",30,1
"475",16,9,1,"basic",2,"auto","yes",40,1
"476",16,9,2,"basic",4,"manual","no",40,0
"477",16,9,3,"basic",2,"manual","no",35,0
"478",16,10,1,"basic",4,"auto","no",40,0
"479",16,10,2,"basic",4,"auto","no",30,1
"480",16,10,3,"basic",4,"manual","no",35,0
"481",17,1,1,"fun",2,"auto","yes",30,0
"482",17,1,2,"fun",5,"auto","yes",30,0
"483",17,1,3,"fun",2,"manual","yes",30,1
"484",17,2,1,"fun",5,"auto","no",30,0
"485",17,2,2,"fun",5,"manual","yes",30,1
"486",17,2,3,"fun",2,"auto","no",30,0
"487",17,3,1,"fun",4,"manual","no",35,0
"488",17,3,2,"fun",2,"manual","no",30,0
"489",17,3,3,"fun",4,"manual","yes",30,1
"490",17,4,1,"fun",5,"manual","no",30,0
"491",17,4,2,"fun",2,"manual","no",35,0
"492",17,4,3,"fun",4,"auto","no",40,1
"493",17,5,1,"fun",5,"manual","no",35,0
"494",17,5,2,"fun",2,"manual","yes",35,0
"495",17,5,3,"fun",5,"auto","no",40,1
"496",17,6,1,"fun",2,"manual","yes",40,0
"497",17,6,2,"fun",2,"auto","no",35,0
"498",17,6,3,"fun",5,"manual","yes",35,1
"499",17,7,1,"fun",2,"auto","no",40,0
"500",17,7,2,"fun",5,"manual","no",40,0
"501",17,7,3,"fun",4,"manual","yes",35,1
"502",17,8,1,"fun",4,"manual","no",30,0
"503",17,8,2,"fun",5,"auto","yes",35,1
"504",17,8,3,"fun",5,"auto","no",35,0
"505",17,9,1,"fun",4,"auto","yes",35,0
"506",17,9,2,"fun",4,"auto","yes",30,1
"507",17,9,3,"fun",2,"manual","no",40,0
"508",17,10,1,"fun",4,"auto","no",30,0
"509",17,10,2,"fun",2,"auto","yes",40,0
"510",17,10,3,"fun",5,"manual","yes",40,1
"511",18,1,1,"basic",4,"auto","no",35,0
"512",18,1,2,"basic",2,"manual","yes",30,1
"513",18,1,3,"basic",4,"manual","no",40,0
"514",18,2,1,"basic",2,"manual","yes",40,0
"515",18,2,2,"basic",5,"auto","yes",40,1
"516",18,2,3,"basic",2,"manual","no",40,0
"517",18,3,1,"basic",5,"manual","no",35,0
"518",18,3,2,"basic",2,"auto","yes",40,1
"519",18,3,3,"basic",5,"auto","yes",35,0
"520",18,4,1,"basic",5,"manual","yes",35,1
"521",18,4,2,"basic",5,"manual","yes",40,0
"522",18,4,3,"basic",4,"auto","yes",30,0
"523",18,5,1,"basic",4,"auto","no",40,0
"524",18,5,2,"basic",2,"auto","no",35,1
"525",18,5,3,"basic",4,"auto","yes",35,0
"526",18,6,1,"basic",4,"manual","no",30,1
"527",18,6,2,"basic",4,"auto","yes",40,0
"528",18,6,3,"basic",5,"manual","yes",30,0
"529",18,7,1,"basic",5,"auto","no",40,0
"530",18,7,2,"basic",5,"auto","yes",30,1
"531",18,7,3,"basic",5,"auto","no",35,0
"532",18,8,1,"basic",4,"manual","yes",40,0
"533",18,8,2,"basic",2,"manual","no",30,0
"534",18,8,3,"basic",4,"manual","yes",30,1
"535",18,9,1,"basic",5,"manual","no",30,0
"536",18,9,2,"basic",2,"auto","yes",35,0
"537",18,9,3,"basic",5,"auto","no",30,1
"538",18,10,1,"basic",2,"manual","yes",35,1
"539",18,10,2,"basic",5,"manual","no",40,0
"540",18,10,3,"basic",4,"manual","no",35,0
"541",19,1,1,"racer",2,"auto","yes",30,0
"542",19,1,2,"racer",2,"auto","yes",40,0
"543",19,1,3,"racer",2,"auto","no",40,1
"544",19,2,1,"racer",5,"auto","yes",35,1
"545",19,2,2,"racer",4,"manual","yes",40,0
"546",19,2,3,"racer",5,"auto","yes",40,0
